date,open,high,low,close,RSI
1521504000000,8595.01000000,9050.00000000,8280.00000000,8909.98000000,46.02178196154147
1521590400000,8909.96000000,9177.01000000,8750.60000000,8885.00000000,45.80406729266699
1521676800000,8884.82000000,9100.00000000,8465.10000000,8722.90000000,44.33825577664126
1521763200000,8720.00000000,8909.00000000,8269.00000000,8898.03000000,46.33635242060551
1521849600000,8898.04000000,8999.95000000,8491.00000000,8546.86000000,43.00286647813617
1521936000000,8531.25000000,8669.85000000,8365.77000000,8470.15000000,42.28720924030282
1522022400000,8470.14000000,8514.89000000,7831.00000000,8134.23000000,39.20989462394636
1522108800000,8134.22000000,8215.94000000,7730.00000000,7795.51000000,36.3383366946205
1522195200000,7795.51000000,8109.00000000,7728.00000000,7949.30000000,38.539195037999576
1522281600000,7949.30000000,7975.00000000,6941.11000000,7090.14000000,31.903542289558338
1522368000000,7090.16000000,7292.43000000,6600.10000000,6840.23000000,30.27086585809063
1522454400000,6840.24000000,7223.36000000,6777.00000000,6923.91000000,31.534312517074415
1522540800000,6922.00000000,7049.98000000,6430.00000000,6813.01000000,30.73937636320105
1522627200000,6813.01000000,7125.00000000,6765.00000000,7056.00000000,34.62788405589434
1522713600000,7063.97000000,7520.00000000,7011.01000000,7405.21000000,39.85408002801455
1522800000000,7405.21000000,7427.52000000,6707.00000000,6796.10000000,34.65056086329544
1522886400000,6796.10000000,6902.00000000,6566.69000000,6770.76000000,34.44905059020517
1522972800000,6770.00000000,6850.00000000,6500.00000000,6601.39000000,33.06494480038034
1523059200000,6601.39000000,7070.00000000,6586.28000000,6895.80000000,37.74716581139103
1523145600000,6895.81000000,7109.13000000,6880.00000000,7018.00000000,39.63467535522858
1523232000000,7011.04000000,7185.00000000,6611.00000000,6782.72000000,37.29031398299702
1523318400000,6781.55000000,6890.00000000,6656.00000000,6843.90000000,38.31209635982944
1523404800000,6839.56000000,6990.00000000,6787.00000000,6953.79000000,40.19696206257542
1523491200000,6953.78000000,8012.23000000,6743.20000000,7923.00000000,53.64889968714692
1523577600000,7922.99000000,8233.39000000,7732.00000000,7877.41000000,53.04448057470809
1523664000000,7877.48000000,8186.00000000,7810.00000000,7999.01000000,54.51638959418618
1523750400000,8004.00000000,8429.54000000,7999.02000000,8355.00000000,58.60718866303893
1523836800000,8355.07000000,8419.00000000,7867.00000000,8064.92000000,54.31995375074605
1523923200000,8064.92000000,8173.70000000,7825.40000000,7885.02000000,51.78967906153923
1524009600000,7890.96000000,8236.43000000,7868.00000000,8173.00000000,55.37327582514827
1524096000000,8173.99000000,8296.00000000,8080.00000000,8278.00000000,56.63886120090067
1524182400000,8273.84000000,8930.00000000,8177.09000000,8856.98000000,62.88861055037766
1524268800000,8852.12000000,9035.00000000,8565.00000000,8915.31000000,63.46001469559752
1524355200000,8915.31000000,9020.67000000,8727.68000000,8787.02000000,61.22713352414999
1524441600000,8785.70000000,8985.00000000,8745.00000000,8934.01000000,62.840435717971665
1524528000000,8934.00000000,9731.01000000,8922.00000000,9619.99000000,69.26727246049704
1524614400000,9618.96000000,9759.82000000,8730.00000000,8869.99000000,57.54820779065598
1524700800000,8869.99000000,9307.48000000,8651.62000000,9266.00000000,61.273831335267225
1524787200000,9267.03000000,9395.00000000,8889.00000000,8915.35000000,56.54202791165379
1524873600000,8915.35000000,9427.48000000,8870.00000000,9348.00000000,60.58635106302253
1524960000000,9348.00000000,9570.51000000,9163.74000000,9419.00000000,61.224092574537956
1525046400000,9417.04000000,9458.64000000,9124.99000000,9246.01000000,58.73059044659726
1525132800000,9246.01000000,9248.99000000,8800.49000000,9071.48000000,56.24184368143115
1525219200000,9071.48000000,9268.00000000,8970.20000000,9247.84000000,58.17074986568569
1525305600000,9247.81000000,9844.00000000,9168.40000000,9750.00000000,63.151538969816315
1525392000000,9750.00000000,9830.04000000,9520.85000000,9713.99000000,62.5761092086466
1525478400000,9714.00000000,10020.00000000,9682.00000000,9864.00000000,64.04584490349485
1525564800000,9863.99000000,9970.00000000,9417.03000000,9659.01000000,60.54657810818721
1525651200000,9661.02000000,9689.67000000,9181.00000000,9365.00000000,55.83459648226123
1525737600000,9365.00000000,9475.70000000,9060.54000000,9187.56000000,53.14639447051128
1525824000000,9178.00000000,9390.00000000,8965.00000000,9310.00000000,54.76481495487807
1525910400000,9310.00000000,9395.12000000,8970.00000000,9002.20000000,50.08147741130406
1525996800000,9002.21000000,9016.80000000,8341.00000000,8400.00000000,42.43539606136957
1526083200000,8405.94000000,8646.88000000,8153.00000000,8465.94000000,43.45342693136532
1526169600000,8475.44000000,8763.36000000,8298.00000000,8679.71000000,46.74175240362991
1526256000000,8679.71000000,8879.99000000,8277.00000000,8663.34000000,46.518661265094494
1526342400000,8663.37000000,8859.99000000,8401.30000000,8462.00000000,43.75268704703376
1526428800000,8462.00000000,8488.00000000,8083.01000000,8330.00000000,41.989921581431695
1526515200000,8330.00000000,8464.00000000,7979.00000000,8041.46000000,38.35244933774948
1526601600000,8038.82000000,8273.21000000,7911.90000000,8239.81000000,42.067685014547344
1526688000000,8238.01000000,8390.80000000,8095.73000000,8233.49000000,41.980870660022916
1526774400000,8233.49000000,8609.00000000,8163.90000000,8526.98000000,47.40860441307203
1526860800000,8526.97000000,8595.31000000,8305.00000000,8381.24000000,45.14982638919872
1526947200000,8386.89000000,8400.18000000,7935.11000000,7977.11000000,39.52606401853852
1527033600000,7977.12000000,8031.90000000,7425.00000000,7501.95000000,34.1414315018292
1527120000000,7501.95000000,7730.73000000,7266.99000000,7575.01000000,35.59428356005097
1527206400000,7578.99000000,7649.55000000,7308.15000000,7457.00000000,34.27887841618949
1527292800000,7456.99000000,7620.00000000,7300.00000000,7333.96000000,32.91316033016449
1527379200000,7334.00000000,7400.00000000,7231.11000000,7338.99000000,33.030627642401434
1527465600000,7338.99000000,7437.00000000,7058.02000000,7099.00000000,30.304209275701865
1527552000000,7099.00000000,7540.00000000,7032.95000000,7461.29000000,38.55021990031837
1527638400000,7467.98000000,7569.00000000,7260.50000000,7375.96000000,37.42703100864702
1527724800000,7382.07000000,7699.00000000,7327.51000000,7485.01000000,39.83941585676158
1527811200000,7485.01000000,7608.55000000,7355.54000000,7521.01000000,40.652847809533256
1527897600000,7521.01000000,7697.33000000,7437.00000000,7640.03000000,43.378633208282324
1527984000000,7636.81000000,7786.69000000,7600.00000000,7714.26000000,45.07305458833044
1528070400000,7714.26000000,7760.52000000,7446.50000000,7487.00000000,41.02524154139904
1528156800000,7487.00000000,7679.49000000,7358.00000000,7625.00000000,44.296584290757075
1528243200000,7626.64000000,7699.00000000,7467.05000000,7658.84000000,45.100780459841985
1528329600000,7658.79000000,7765.00000000,7620.00000000,7691.08000000,45.90210765269275
1528416000000,7691.08000000,7703.50000000,7531.00000000,7603.44000000,44.021074839217825
1528502400000,7603.44000000,7683.98000000,7450.00000000,7491.73000000,41.67667760074405
1528588800000,7491.73000000,7491.73000000,6622.81000000,6764.99000000,30.351929327327305
1528675200000,6765.00000000,6922.00000000,6610.00000000,6872.00000000,33.2290177842971
1528761600000,6872.00000000,6890.51000000,6435.00000000,6530.00000000,29.092694322951974
1528848000000,6530.00000000,6627.60000000,6118.68000000,6292.78000000,26.617683383253965
1528934400000,6292.78000000,6720.00000000,6260.00000000,6635.98000000,35.20601021145255
1529020800000,6638.67000000,6666.66000000,6362.31000000,6388.90000000,32.27721999978218
1529107200000,6380.01000000,6560.00000000,6320.86000000,6483.98000000,34.534172300885295
1529193600000,6482.50000000,6589.03000000,6422.00000000,6449.61000000,34.091875760069875
1529280000000,6444.06000000,6794.38000000,6380.00000000,6712.46000000,40.38063502009122
1529366400000,6711.39000000,6841.74000000,6653.00000000,6741.21000000,41.04326939440821
1529452800000,6740.00000000,6817.23000000,6551.81000000,6761.51000000,41.53736148238896
1529539200000,6763.21000000,6795.00000000,6672.57000000,6718.84000000,40.764034862371226
1529625600000,6717.69000000,6733.97000000,5918.94000000,6045.00000000,30.961046040551683
1529712000000,6045.92000000,6260.00000000,6008.48000000,6149.98000000,33.63855919893033
1529798400000,6149.98000000,6259.80000000,5750.00000000,6136.97000000,33.46534315903739
1529884800000,6137.95000000,6350.00000000,6061.97000000,6252.00000000,36.57511764764318
1529971200000,6252.00000000,6272.54000000,6035.00000000,6070.78000000,33.88788578973421
1530057600000,6065.89000000,6190.43000000,5971.00000000,6133.73000000,35.65636235618038
1530144000000,6134.73000000,6173.01000000,5827.00000000,5853.98000000,31.609694114394358
1530230400000,5851.01000000,6300.00000000,5780.00000000,6197.92000000,40.54386966053575
1530316800000,6197.92000000,6528.99000000,6186.03000000,6390.07000000,44.87638409773268
1530403200000,6391.08000000,6441.06000000,6251.00000000,6356.81000000,44.27497739214839
1530489600000,6360.82000000,6685.00000000,6271.62000000,6615.29000000,49.89479983723054
1530576000000,6615.29000000,6679.35000000,6463.01000000,6513.86000000,47.85528705886185
1530662400000,6511.01000000,6784.92000000,6441.11000000,6586.98000000,49.45915313396361
1530748800000,6585.53000000,6712.00000000,6453.33000000,6529.20000000,48.197589456179365
1530835200000,6529.20000000,6648.54000000,6425.00000000,6609.78000000,50.108852246054965
1530921600000,6609.79000000,6818.16000000,6508.88000000,6756.98000000,53.48505251790158
1531008000000,6753.48000000,6780.00000000,6667.44000000,6712.10000000,52.32247294177802
1531094400000,6712.10000000,6802.06000000,6612.24000000,6662.12000000,50.993150924917174
1531180800000,6662.78000000,6681.00000000,6263.00000000,6296.91000000,42.49685192468879
1531267200000,6296.91000000,6406.00000000,6278.99000000,6378.07000000,44.70187142379059
1531353600000,6378.07000000,6380.28000000,6070.00000000,6250.57000000,41.9785372005425
1531440000000,6251.40000000,6350.00000000,6110.00000000,6214.57000000,41.21503911158443
1531526400000,6214.57000000,6335.00000000,6178.00000000,6251.99000000,42.38798951840496
1531612800000,6250.90000000,6395.00000000,6225.40000000,6353.01000000,45.54681043033194
1531699200000,6354.15000000,6747.30000000,6330.40000000,6723.35000000,55.2365749651309
1531785600000,6723.33000000,7468.99000000,6652.04000000,7317.44000000,65.76190636447528
