date,open,high,low,close,sma20,sma50,sma100,sma200,ema8,ema12,ema21,ema55,ema200,RSI,newvalue
2017-08-17 04:00:00.000,4261.48000000,4328.69000000,4261.32000000,4315.32000000,,,,,,,,,,,bull
2017-08-17 06:00:00.000,4330.29000000,4349.99000000,4287.41000000,4349.99000000,,,,,,,,,,,bull
2017-08-17 08:00:00.000,4333.32000000,4445.78000000,4333.32000000,4444.00000000,,,,,,,,,,,bull
2017-08-17 10:00:00.000,4441.10000000,4485.39000000,4399.81000000,4427.30000000,,,,,,,,,,,bear
2017-08-17 12:00:00.000,4436.06000000,4459.00000000,4411.00000000,4459.00000000,,,,,,,,,,,bull
2017-08-17 14:00:00.000,4459.00000000,4485.39000000,4333.42000000,4352.34000000,,,,,,,,,,,bear
2017-08-17 16:00:00.000,4352.33000000,4354.84000000,4235.45000000,4289.24000000,,,,,,,,,,,bear
2017-08-17 18:00:00.000,4289.24000000,4335.30000000,4200.74000000,4325.23000000,,,,,4370.3025,,,,,,bull
2017-08-17 20:00:00.000,4307.56000000,4369.69000000,4258.56000000,4333.55000000,,,,,4362.135277777777,,,,,,bull
2017-08-17 22:00:00.000,4333.55000000,4359.13000000,4280.82000000,4285.08000000,,,,,4345.0118827160495,,,,,,bear
2017-08-18 00:00:00.000,4285.08000000,4340.62000000,4134.61000000,4243.59000000,,,,,4322.4736865569275,,,,,,bear
2017-08-18 02:00:00.000,4251.95000000,4308.70000000,4234.00000000,4292.39000000,,,,,4315.78842287761,4343.0858333333335,,,,,bull
2017-08-18 04:00:00.000,4292.39000000,4340.62000000,4234.43000000,4313.56000000,,,,,4315.293217793697,4338.5433974358975,,,,,bull
2017-08-18 06:00:00.000,4313.56000000,4316.98000000,4247.75000000,4300.25000000,,,,,4311.950280506209,4332.652105522682,,,,,bear
2017-08-18 08:00:00.000,4285.00000000,4327.25000000,4259.85000000,4304.15000000,,,,,4310.2168848381625,4328.2671662115,,,,49.01722711995636,bull
2017-08-18 10:00:00.000,4304.15000000,4371.52000000,4296.04000000,4340.31000000,,,,,4316.904243763015,4330.11990987127,,,,52.28673386529792,bull
