date,open,high,low,close,sma20,sma50,sma100,sma200,ema8,ema12,ema21,ema55,ema200,RSI,newvalue
2017-08-17 00:00:00,4261.48000000,4485.39000000,4261.32000000,4427.30000000,,,,,,,,,,,bull
2017-08-17 12:00:00,4436.06000000,4485.39000000,4200.74000000,4285.08000000,,,,,,,,,,,bear
2017-08-18 00:00:00,4285.08000000,4371.52000000,4134.61000000,4340.31000000,,,,,,,,,,,bull
2017-08-18 12:00:00,4320.52000000,4340.31000000,3938.77000000,4108.37000000,,,,,,,,,,,bear
2017-08-19 00:00:00,4108.37000000,4184.69000000,3850.00000000,3957.60000000,,,,,,,,,,,bear
2017-08-19 12:00:00,3945.12000000,4149.99000000,3928.89000000,4139.98000000,,,,,,,,,,,bull
2017-08-20 00:00:00,4120.98000000,4211.08000000,4032.62000000,4106.53000000,,,,,,,,,,,bear
2017-08-20 12:00:00,4106.53000000,4185.94000000,4063.35000000,4086.29000000,,,,,4181.4325,,,,,,bear
2017-08-21 00:00:00,4069.13000000,4119.62000000,3953.40000000,4023.11000000,,,,,4146.249722222222,,,,,,bear
2017-08-21 12:00:00,4023.11000000,4070.49000000,3911.79000000,4016.00000000,,,,,4117.3053395061725,,,,,,bear
2017-08-22 00:00:00,4016.00000000,4016.00000000,3400.00000000,3866.48000000,,,,,4061.5663751714674,,,,,,bear
2017-08-22 12:00:00,3866.48000000,4104.82000000,3786.81000000,4040.00000000,,,,,4056.7738473555855,4116.420833333334,,,,,bull
2017-08-23 00:00:00,4040.00000000,4242.32000000,4013.89000000,4237.99000000,,,,,4097.044103498789,4135.123782051282,,,,,bull
2017-08-23 12:00:00,4205.98000000,4265.80000000,4069.80000000,4114.01000000,,,,,4100.81430272128,4131.8755078895465,,,,,bear
2017-08-24 00:00:00,4147.00000000,4250.94000000,4085.01000000,4202.00000000,,,,,4123.300013227662,4142.663891291155,,,,43.04423532898635,bull
2017-08-24 12:00:00,4211.78000000,4371.68000000,4136.33000000,4316.01000000,,,,,4166.124454732626,4169.332523400208,,,,47.057911955461165,bull
2017-08-25 00:00:00,4316.01000000,4370.00000000,4267.50000000,4361.27000000,,,,,4209.49013145871,4198.861365954022,,,,48.60626904302874,bull
2017-08-25 12:00:00,4361.27000000,4453.91000000,4247.48000000,4280.68000000,,,,,4225.310102245663,4211.448848114942,,,,46.02510200923493,bear
2017-08-26 00:00:00,4280.71000000,4319.70000000,4228.99000000,4288.72000000,,,,,4239.401190635515,4223.336717635721,,,,46.33130149932779,bull
